Train Acc.	Valid Acc.	
81.720000	95.010000	
78.688000	95.020000	
80.966000	95.010000	
79.250000	95.010000	
78.948000	95.150000	
82.062000	94.980000	
85.586000	95.020000	
80.584000	94.990000	
78.718000	94.970000	
82.610000	95.040000	
83.220000	95.030000	
82.916000	95.040000	
82.576000	95.060000	
81.410000	94.900000	
83.376000	95.080000	
79.760000	95.140000	
82.016000	94.990000	
82.538000	95.110000	
78.452000	95.130000	
82.190000	95.080000	
80.296000	95.050000	
80.114000	95.090000	
80.852000	95.100000	
80.834000	94.920000	
81.258000	95.030000	
82.296000	95.030000	
83.620000	94.950000	
81.752000	95.010000	
80.262000	95.040000	
80.576000	95.010000	
82.442000	95.010000	
83.818000	95.070000	
79.240000	95.040000	
80.844000	95.020000	
81.698000	94.990000	
82.358000	94.970000	
82.634000	94.960000	
78.542000	94.990000	
80.970000	95.000000	
81.056000	94.990000	
82.688000	95.140000	
81.532000	95.000000	
80.780000	95.000000	
83.078000	94.950000	
81.462000	94.910000	
